id,public_id,planting_site_id,country_id,organization_id,subsite_type_id,plus_code,name,description,legacy,created_at,updated_at,forest_type_id,rainfall_yearly_mm,enabled,socioeconomic_impacts,additional_info_description,additional_info_title,site_code,header_image,media,organization_name,standards,subsite_area_square_meters,type,visibility,species,lat,long,area_square_meters,center_lat,center_lng,subsite_main_image.id,subsite_main_image.url,subsite_main_image.cdn_url,organization_logo.id,organization_logo.url,organization_logo.cdn_url,geofence.type,geofence.coordinates,organization.id,organization.public_id,organization.name,organization.description,organization.logo.id,organization.logo.url,organization.logo.cdn_url,organization.logo_url.id,organization.logo_url.url,organization.logo_url.cdn_url,forest_type.id,forest_type.public_id,forest_type.organization_id,forest_type.forest_category_id,forest_type.forest_group_id,forest_type.name,forest_type.description,forest_type.planting_density,forest_type.average_lifetime_years,forest_type.average_survival_rate,forest_type.co2_amount_lifetime,forest_type.working_days,forest_type.indicator_id,forest_type.native,forest_type.yield,forest_type.planting_counter_type,forest_type.forest_type_species,forest_type.palette_id,forest_type.color_palette.name,forest_type.color_palette.dark,forest_type.color_palette.light,forest_type.forest_group.id,forest_type.forest_group.public_id,forest_type.forest_group.name,planting_site.id,planting_site.visibility,planting_site.name,planting_site.description,planting_site.country.id,planting_site.country.full_name,planting_site.country.name
199,colongono-mozambique-moz,97,0,1,1,5GJV736V+6J,Colongono,,1,2024-03-25T01:30:36.000000Z,2024-03-25T01:30:37.000000Z,92,NA,1,NA,NA,NA,NA,NA,,Eden Reforestation Projects,,4993444,Trees,2,,-17.73948361550505,37.09408243330497,4993444,-17.73948361550505,37.09408243330497,NA,NA,NA,2375,https://veritreephotos.s3.us-east-2.amazonaws.com/organizations/logo-eden.png,https://d38us48sb13m7f.cloudfront.net/eyJidWNrZXQiOiJ2ZXJpdHJlZXBob3RvcyIsImtleSI6Im9yZ2FuaXphdGlvbnNcL2xvZ28tZWRlbi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0IjoiY292ZXIifSwicm90YXRlIjowfX0=,MultiPolygon,,1,eden-reforestation-projects,Eden Reforestation Projects,null,2375,https://veritreephotos.s3.us-east-2.amazonaws.com/organizations/logo-eden.png,https://d38us48sb13m7f.cloudfront.net/eyJidWNrZXQiOiJ2ZXJpdHJlZXBob3RvcyIsImtleSI6Im9yZ2FuaXphdGlvbnNcL2xvZ28tZWRlbi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0IjoiY292ZXIifSwicm90YXRlIjowfX0=,2375,https://veritreephotos.s3.us-east-2.amazonaws.com/organizations/logo-eden.png,https://d38us48sb13m7f.cloudfront.net/eyJidWNrZXQiOiJ2ZXJpdHJlZXBob3RvcyIsImtleSI6Im9yZ2FuaXphdGlvbnNcL2xvZ28tZWRlbi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0IjoiY292ZXIifSwicm90YXRlIjowfX0=,92,mangrove-c,1,1,13,Mangrove,NA,10000,25,80,0,0.001,76,NA,0,Trees,,18,Medium Grey,#cccccc,#cccccc,13,1cf00f6f-7b66-47aa-94ee-6d6cf975e059,Other,97,2,Mozambique,NA,508,Republic of Mozambique,Mozambique
200,munhava-mozambique-moz,97,0,1,1,5GGP6RJ4+F7,Munhava,,1,2024-03-25T01:31:12.000000Z,2024-03-25T01:31:12.000000Z,92,NA,1,NA,NA,NA,NA,NA,,Eden Reforestation Projects,,3590830,Trees,2,,-19.7688680650115,34.80563363502663,3590830,-19.7688680650115,34.80563363502663,NA,NA,NA,2375,https://veritreephotos.s3.us-east-2.amazonaws.com/organizations/logo-eden.png,https://d38us48sb13m7f.cloudfront.net/eyJidWNrZXQiOiJ2ZXJpdHJlZXBob3RvcyIsImtleSI6Im9yZ2FuaXphdGlvbnNcL2xvZ28tZWRlbi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0IjoiY292ZXIifSwicm90YXRlIjowfX0=,MultiPolygon,,1,eden-reforestation-projects,Eden Reforestation Projects,null,2375,https://veritreephotos.s3.us-east-2.amazonaws.com/organizations/logo-eden.png,https://d38us48sb13m7f.cloudfront.net/eyJidWNrZXQiOiJ2ZXJpdHJlZXBob3RvcyIsImtleSI6Im9yZ2FuaXphdGlvbnNcL2xvZ28tZWRlbi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0IjoiY292ZXIifSwicm90YXRlIjowfX0=,2375,https://veritreephotos.s3.us-east-2.amazonaws.com/organizations/logo-eden.png,https://d38us48sb13m7f.cloudfront.net/eyJidWNrZXQiOiJ2ZXJpdHJlZXBob3RvcyIsImtleSI6Im9yZ2FuaXphdGlvbnNcL2xvZ28tZWRlbi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0IjoiY292ZXIifSwicm90YXRlIjowfX0=,92,mangrove-c,1,1,13,Mangrove,NA,10000,25,80,0,0.001,76,NA,0,Trees,,18,Medium Grey,#cccccc,#cccccc,13,1cf00f6f-7b66-47aa-94ee-6d6cf975e059,Other,97,2,Mozambique,NA,508,Republic of Mozambique,Mozambique
201,machangulo-mozambique-moz,97,0,1,1,5G5JRVVV+3H,Machangulo,,1,2024-03-25T01:31:48.000000Z,2024-03-25T01:31:49.000000Z,92,NA,1,NA,NA,NA,NA,NA,,Eden Reforestation Projects,,68083982,Trees,2,,-26.157336049164854,32.893945841224756,68083982,-26.157336049164854,32.893945841224756,NA,NA,NA,2375,https://veritreephotos.s3.us-east-2.amazonaws.com/organizations/logo-eden.png,https://d38us48sb13m7f.cloudfront.net/eyJidWNrZXQiOiJ2ZXJpdHJlZXBob3RvcyIsImtleSI6Im9yZ2FuaXphdGlvbnNcL2xvZ28tZWRlbi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0IjoiY292ZXIifSwicm90YXRlIjowfX0=,MultiPolygon,,1,eden-reforestation-projects,Eden Reforestation Projects,null,2375,https://veritreephotos.s3.us-east-2.amazonaws.com/organizations/logo-eden.png,https://d38us48sb13m7f.cloudfront.net/eyJidWNrZXQiOiJ2ZXJpdHJlZXBob3RvcyIsImtleSI6Im9yZ2FuaXphdGlvbnNcL2xvZ28tZWRlbi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0IjoiY292ZXIifSwicm90YXRlIjowfX0=,2375,https://veritreephotos.s3.us-east-2.amazonaws.com/organizations/logo-eden.png,https://d38us48sb13m7f.cloudfront.net/eyJidWNrZXQiOiJ2ZXJpdHJlZXBob3RvcyIsImtleSI6Im9yZ2FuaXphdGlvbnNcL2xvZ28tZWRlbi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0IjoiY292ZXIifSwicm90YXRlIjowfX0=,92,mangrove-c,1,1,13,Mangrove,NA,10000,25,80,0,0.001,76,NA,0,Trees,,18,Medium Grey,#cccccc,#cccccc,13,1cf00f6f-7b66-47aa-94ee-6d6cf975e059,Other,97,2,Mozambique,NA,508,Republic of Mozambique,Mozambique
202,ambatolampy-madagascar-mdg,98,0,1,1,5HP869M4+35,Ambatolampy,,1,2024-03-25T01:35:11.000000Z,2024-03-25T01:35:11.000000Z,1,NA,1,NA,NA,NA,NA,NA,,Eden Reforestation Projects,,7226263,Trees,2,,-15.767309174067082,46.35549096304859,7226263,-15.767309174067082,46.35549096304859,NA,NA,NA,2375,https://veritreephotos.s3.us-east-2.amazonaws.com/organizations/logo-eden.png,https://d38us48sb13m7f.cloudfront.net/eyJidWNrZXQiOiJ2ZXJpdHJlZXBob3RvcyIsImtleSI6Im9yZ2FuaXphdGlvbnNcL2xvZ28tZWRlbi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0IjoiY292ZXIifSwicm90YXRlIjowfX0=,MultiPolygon,,1,eden-reforestation-projects,Eden Reforestation Projects,null,2375,https://veritreephotos.s3.us-east-2.amazonaws.com/organizations/logo-eden.png,https://d38us48sb13m7f.cloudfront.net/eyJidWNrZXQiOiJ2ZXJpdHJlZXBob3RvcyIsImtleSI6Im9yZ2FuaXphdGlvbnNcL2xvZ28tZWRlbi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0IjoiY292ZXIifSwicm90YXRlIjowfX0=,2375,https://veritreephotos.s3.us-east-2.amazonaws.com/organizations/logo-eden.png,https://d38us48sb13m7f.cloudfront.net/eyJidWNrZXQiOiJ2ZXJpdHJlZXBob3RvcyIsImtleSI6Im9yZ2FuaXphdGlvbnNcL2xvZ28tZWRlbi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0IjoiY292ZXIifSwicm90YXRlIjowfX0=,1,mangrove,1,2,9,Madagascar Mangrove,"Mangrove forests are well known for their exceptional value in terms of ecosystem services. Apart of carbon cycling, mangroves also provide significant silt filtration, fish nurseries, and protection against storm surges.",10000,25,70,0.308018,0.002,76,NA,0,Trees,,1,Dark Orange,#CF6402,#CF6402,9,8ed6cb65-3d56-4fa6-8b33-e7b0f99b23d2,Mangrove,98,2,Madagascar,NA,450,Republic of Madagascar,Madagascar
204,old-kijabe-kenya-ken,105,0,1,1,6GFR3HHM+VP,Old Kijabe,,1,2024-03-28T03:31:26.000000Z,2024-03-28T03:31:26.000000Z,16,NA,1,NA,NA,NA,NA,NA,,Eden Reforestation Projects,,3240751,Trees,2,,-0.9202935051933898,36.58427818670058,3240751,-0.9202935051933898,36.58427818670058,NA,NA,NA,2375,https://veritreephotos.s3.us-east-2.amazonaws.com/organizations/logo-eden.png,https://d38us48sb13m7f.cloudfront.net/eyJidWNrZXQiOiJ2ZXJpdHJlZXBob3RvcyIsImtleSI6Im9yZ2FuaXphdGlvbnNcL2xvZ28tZWRlbi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0IjoiY292ZXIifSwicm90YXRlIjowfX0=,MultiPolygon,,1,eden-reforestation-projects,Eden Reforestation Projects,null,2375,https://veritreephotos.s3.us-east-2.amazonaws.com/organizations/logo-eden.png,https://d38us48sb13m7f.cloudfront.net/eyJidWNrZXQiOiJ2ZXJpdHJlZXBob3RvcyIsImtleSI6Im9yZ2FuaXphdGlvbnNcL2xvZ28tZWRlbi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0IjoiY292ZXIifSwicm90YXRlIjowfX0=,2375,https://veritreephotos.s3.us-east-2.amazonaws.com/organizations/logo-eden.png,https://d38us48sb13m7f.cloudfront.net/eyJidWNrZXQiOiJ2ZXJpdHJlZXBob3RvcyIsImtleSI6Im9yZ2FuaXphdGlvbnNcL2xvZ28tZWRlbi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0IjoiY292ZXIifSwicm90YXRlIjowfX0=,16,afro-montane,1,1,2,Afro Montane,"Key species for conservation include East African sandalwood, African olive, and African pencil cedar.",2500,30,92,0.308,0.002,76,NA,0,Trees,,2,Orange,#F2970F,#F2970F,2,a5350e54-0223-46a6-937b-d8203e82a8da,Afro Montane,105,2,Kenya,NA,404,Republic of Kenya,Kenya
205,ngomeni-kenya-ken,105,0,1,1,6H9225H9+XH,Ngomeni,,1,2024-03-28T03:32:44.000000Z,2024-03-28T03:32:45.000000Z,39,NA,1,NA,NA,NA,NA,NA,,Eden Reforestation Projects,,23755332,Trees,2,,-2.9701091761830916,40.1689784488526,23755332,-2.9701091761830916,40.1689784488526,NA,NA,NA,2375,https://veritreephotos.s3.us-east-2.amazonaws.com/organizations/logo-eden.png,https://d38us48sb13m7f.cloudfront.net/eyJidWNrZXQiOiJ2ZXJpdHJlZXBob3RvcyIsImtleSI6Im9yZ2FuaXphdGlvbnNcL2xvZ28tZWRlbi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0IjoiY292ZXIifSwicm90YXRlIjowfX0=,MultiPolygon,,1,eden-reforestation-projects,Eden Reforestation Projects,null,2375,https://veritreephotos.s3.us-east-2.amazonaws.com/organizations/logo-eden.png,https://d38us48sb13m7f.cloudfront.net/eyJidWNrZXQiOiJ2ZXJpdHJlZXBob3RvcyIsImtleSI6Im9yZ2FuaXphdGlvbnNcL2xvZ28tZWRlbi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0IjoiY292ZXIifSwicm90YXRlIjowfX0=,2375,https://veritreephotos.s3.us-east-2.amazonaws.com/organizations/logo-eden.png,https://d38us48sb13m7f.cloudfront.net/eyJidWNrZXQiOiJ2ZXJpdHJlZXBob3RvcyIsImtleSI6Im9yZ2FuaXphdGlvbnNcL2xvZ28tZWRlbi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0IjoiY292ZXIifSwicm90YXRlIjowfX0=,39,kenyan-mangrove,1,2,9,Kenyan Mangrove,NA,10000,25,75,0.85,0.03,76,NA,0,Trees,,1,Dark Orange,#CF6402,#CF6402,9,8ed6cb65-3d56-4fa6-8b33-e7b0f99b23d2,Mangrove,105,2,Kenya,NA,404,Republic of Kenya,Kenya
206,kilifi-creek-kenya-ken,105,0,1,1,6G8X9RJ3+52,Kilifi Creek,,1,2024-03-28T03:33:38.000000Z,2024-03-28T03:33:38.000000Z,39,NA,1,NA,NA,NA,NA,NA,,Eden Reforestation Projects,,5970738,Trees,2,,-3.6195640589579234,39.80251937752769,5970738,-3.6195640589579234,39.80251937752769,NA,NA,NA,2375,https://veritreephotos.s3.us-east-2.amazonaws.com/organizations/logo-eden.png,https://d38us48sb13m7f.cloudfront.net/eyJidWNrZXQiOiJ2ZXJpdHJlZXBob3RvcyIsImtleSI6Im9yZ2FuaXphdGlvbnNcL2xvZ28tZWRlbi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0IjoiY292ZXIifSwicm90YXRlIjowfX0=,MultiPolygon,,1,eden-reforestation-projects,Eden Reforestation Projects,null,2375,https://veritreephotos.s3.us-east-2.amazonaws.com/organizations/logo-eden.png,https://d38us48sb13m7f.cloudfront.net/eyJidWNrZXQiOiJ2ZXJpdHJlZXBob3RvcyIsImtleSI6Im9yZ2FuaXphdGlvbnNcL2xvZ28tZWRlbi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0IjoiY292ZXIifSwicm90YXRlIjowfX0=,2375,https://veritreephotos.s3.us-east-2.amazonaws.com/organizations/logo-eden.png,https://d38us48sb13m7f.cloudfront.net/eyJidWNrZXQiOiJ2ZXJpdHJlZXBob3RvcyIsImtleSI6Im9yZ2FuaXphdGlvbnNcL2xvZ28tZWRlbi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0IjoiY292ZXIifSwicm90YXRlIjowfX0=,39,kenyan-mangrove,1,2,9,Kenyan Mangrove,NA,10000,25,75,0.85,0.03,76,NA,0,Trees,,1,Dark Orange,#CF6402,#CF6402,9,8ed6cb65-3d56-4fa6-8b33-e7b0f99b23d2,Mangrove,105,2,Kenya,NA,404,Republic of Kenya,Kenya
207,ol-mariko-kenya-ken,105,0,1,1,6GFQ9QQ2+26,Ol Mariko,,1,2024-03-28T03:36:44.000000Z,2024-03-28T03:36:45.000000Z,16,NA,1,NA,NA,NA,NA,NA,,Eden Reforestation Projects,,49781031,Trees,2,,-0.6124681732492713,35.75050968917468,49781031,-0.6124681732492713,35.75050968917468,NA,NA,NA,2375,https://veritreephotos.s3.us-east-2.amazonaws.com/organizations/logo-eden.png,https://d38us48sb13m7f.cloudfront.net/eyJidWNrZXQiOiJ2ZXJpdHJlZXBob3RvcyIsImtleSI6Im9yZ2FuaXphdGlvbnNcL2xvZ28tZWRlbi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0IjoiY292ZXIifSwicm90YXRlIjowfX0=,MultiPolygon,,1,eden-reforestation-projects,Eden Reforestation Projects,null,2375,https://veritreephotos.s3.us-east-2.amazonaws.com/organizations/logo-eden.png,https://d38us48sb13m7f.cloudfront.net/eyJidWNrZXQiOiJ2ZXJpdHJlZXBob3RvcyIsImtleSI6Im9yZ2FuaXphdGlvbnNcL2xvZ28tZWRlbi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0IjoiY292ZXIifSwicm90YXRlIjowfX0=,2375,https://veritreephotos.s3.us-east-2.amazonaws.com/organizations/logo-eden.png,https://d38us48sb13m7f.cloudfront.net/eyJidWNrZXQiOiJ2ZXJpdHJlZXBob3RvcyIsImtleSI6Im9yZ2FuaXphdGlvbnNcL2xvZ28tZWRlbi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0IjoiY292ZXIifSwicm90YXRlIjowfX0=,16,afro-montane,1,1,2,Afro Montane,"Key species for conservation include East African sandalwood, African olive, and African pencil cedar.",2500,30,92,0.308,0.002,76,NA,0,Trees,,2,Orange,#F2970F,#F2970F,2,a5350e54-0223-46a6-937b-d8203e82a8da,Afro Montane,105,2,Kenya,NA,404,Republic of Kenya,Kenya
208,nyambene-kenya-ken,105,0,1,1,6GGV5VV9+XQ,Nyambene,,1,2024-03-28T03:49:33.000000Z,2024-03-28T03:49:33.000000Z,16,NA,1,NA,NA,NA,NA,NA,,Eden Reforestation Projects,,8269409,Trees,2,,0.19488522697423813,37.869391268504394,8269409,0.19488522697423813,37.869391268504394,NA,NA,NA,2375,https://veritreephotos.s3.us-east-2.amazonaws.com/organizations/logo-eden.png,https://d38us48sb13m7f.cloudfront.net/eyJidWNrZXQiOiJ2ZXJpdHJlZXBob3RvcyIsImtleSI6Im9yZ2FuaXphdGlvbnNcL2xvZ28tZWRlbi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0IjoiY292ZXIifSwicm90YXRlIjowfX0=,MultiPolygon,,1,eden-reforestation-projects,Eden Reforestation Projects,null,2375,https://veritreephotos.s3.us-east-2.amazonaws.com/organizations/logo-eden.png,https://d38us48sb13m7f.cloudfront.net/eyJidWNrZXQiOiJ2ZXJpdHJlZXBob3RvcyIsImtleSI6Im9yZ2FuaXphdGlvbnNcL2xvZ28tZWRlbi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0IjoiY292ZXIifSwicm90YXRlIjowfX0=,2375,https://veritreephotos.s3.us-east-2.amazonaws.com/organizations/logo-eden.png,https://d38us48sb13m7f.cloudfront.net/eyJidWNrZXQiOiJ2ZXJpdHJlZXBob3RvcyIsImtleSI6Im9yZ2FuaXphdGlvbnNcL2xvZ28tZWRlbi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0IjoiY292ZXIifSwicm90YXRlIjowfX0=,16,afro-montane,1,1,2,Afro Montane,"Key species for conservation include East African sandalwood, African olive, and African pencil cedar.",2500,30,92,0.308,0.002,76,NA,0,Trees,,2,Orange,#F2970F,#F2970F,2,a5350e54-0223-46a6-937b-d8203e82a8da,Afro Montane,105,2,Kenya,NA,404,Republic of Kenya,Kenya
209,ngaya-kenya-ken,105,0,1,1,6GGW923P+M4,Ngaya,,1,2024-03-28T03:51:20.000000Z,2024-03-28T03:51:21.000000Z,16,NA,1,NA,NA,NA,NA,NA,,Eden Reforestation Projects,,5703383,Trees,2,,0.35421614702605464,38.03533113650854,5703383,0.35421614702605464,38.03533113650854,NA,NA,NA,2375,https://veritreephotos.s3.us-east-2.amazonaws.com/organizations/logo-eden.png,https://d38us48sb13m7f.cloudfront.net/eyJidWNrZXQiOiJ2ZXJpdHJlZXBob3RvcyIsImtleSI6Im9yZ2FuaXphdGlvbnNcL2xvZ28tZWRlbi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0IjoiY292ZXIifSwicm90YXRlIjowfX0=,MultiPolygon,,1,eden-reforestation-projects,Eden Reforestation Projects,null,2375,https://veritreephotos.s3.us-east-2.amazonaws.com/organizations/logo-eden.png,https://d38us48sb13m7f.cloudfront.net/eyJidWNrZXQiOiJ2ZXJpdHJlZXBob3RvcyIsImtleSI6Im9yZ2FuaXphdGlvbnNcL2xvZ28tZWRlbi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0IjoiY292ZXIifSwicm90YXRlIjowfX0=,2375,https://veritreephotos.s3.us-east-2.amazonaws.com/organizations/logo-eden.png,https://d38us48sb13m7f.cloudfront.net/eyJidWNrZXQiOiJ2ZXJpdHJlZXBob3RvcyIsImtleSI6Im9yZ2FuaXphdGlvbnNcL2xvZ28tZWRlbi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0IjoiY292ZXIifSwicm90YXRlIjowfX0=,16,afro-montane,1,1,2,Afro Montane,"Key species for conservation include East African sandalwood, African olive, and African pencil cedar.",2500,30,92,0.308,0.002,76,NA,0,Trees,,2,Orange,#F2970F,#F2970F,2,a5350e54-0223-46a6-937b-d8203e82a8da,Afro Montane,105,2,Kenya,NA,404,Republic of Kenya,Kenya
